Epoch,Loss (t),Loss (v),Accuracy (t),Accuracy (v),Time
Params: 333480,,,,,
---,---,---,---,---,---
0,0.5665007922402088,0.2690926080054425,0.8408826462765957,0.9218275090481373,5.2054479122161865
1,0.20113853912087196,0.17263817121373845,0.9396609042553191,0.9507028879003322,5.2221879959106445
2,0.1386737778703583,0.1328180192949924,0.9585272606382979,0.9614124247368346,5.273038625717163
3,0.1014224715094934,0.12436015079630182,0.9692902260638298,0.9622079222760302,5.208875894546509
4,0.07666032469058608,0.1025434876693056,0.9771027260638298,0.9685837778639286,5.211363077163696
5,0.05663480694366104,0.10341355434440552,0.9827958776595744,0.9689043506662897,5.214647531509399
6,0.04342555398854645,0.09594893697252933,0.987055352393617,0.9709346509994344,5.326726913452148
7,0.030604734288607823,0.09494781723998963,0.9918342752659575,0.9716470368365024,5.278038263320923
8,0.023550108072664985,0.09545507175015643,0.993413397606383,0.9723594239417542,5.227606773376465
9,0.016121926477198747,0.09817495747925119,0.9960521941489362,0.9732617786590089,5.231876611709595
Mean,,,,,5.239980959892273
Total,,,,,57.639790558815
Params: 329184,,,,,
---,---,---,---,---,---
